Date,Open,High,Low,Close,Adj Close,Volume
2024-01-30,90.065002,90.140999,89.794998,90.025002,90.025002,0
2024-01-31,90.049004,90.300003,89.663002,90.049004,90.049004,0
2024-02-01,89.624001,90.047997,89.386002,89.617996,89.617996,0
2024-02-02,90.089996,90.273003,89.438004,90.084000,90.084000,0
2024-02-05,89.218201,89.482002,89.013000,89.218201,89.218201,0
2024-02-06,89.121002,89.292000,88.987999,89.121002,89.121002,0
2024-02-07,89.261002,89.394997,89.174004,89.261002,89.261002,0
2024-02-08,89.406998,89.458000,89.079002,89.401001,89.401001,0
2024-02-09,89.289001,89.529999,89.276001,89.278000,89.278000,0
2024-02-12,88.418404,89.594002,88.418404,89.444000,89.444000,0
2024-02-13,89.358002,89.511002,88.843002,89.309998,89.309998,0
2024-02-14,88.862000,89.032997,88.733002,88.862000,88.862000,0
2024-02-15,88.987000,89.440002,88.930000,89.036003,89.036003,0
2024-02-16,89.347000,89.411003,89.046997,89.357002,89.357002,0
2024-02-19,88.461304,89.460999,88.461304,89.377998,89.377998,0
2024-02-20,89.402000,89.790001,89.254997,89.403000,89.403000,0
2024-02-21,89.473999,89.625000,89.420998,89.477997,89.477997,0
2024-02-22,89.682999,90.143997,89.475998,89.675003,89.675003,0
2024-02-23,89.617996,89.788002,89.544998,89.611000,89.611000,0
2024-02-26,88.992302,89.919998,88.992302,89.611000,89.611000,0
2024-02-27,89.813004,89.980003,89.684998,89.813004,89.813004,0
2024-02-28,89.817001,89.855003,89.481003,89.823997,89.823997,0
2024-02-29,89.783997,89.918999,89.483002,89.778000,89.778000,0
2024-03-01,89.531998,89.764999,89.425003,89.527000,89.527000,0
2024-03-04,88.680000,90.002998,88.680000,89.709000,89.709000,0
2024-03-05,89.931000,90.019997,89.447998,89.931000,89.931000,0
2024-03-06,89.927002,90.307999,89.924004,89.927002,89.927002,0
2024-03-07,90.247002,90.405998,89.816002,90.276001,90.276001,0
2024-03-08,90.603996,90.686996,90.296997,90.598000,90.598000,0
2024-03-11,89.403999,90.510002,89.403999,90.426003,90.426003,0
2024-03-12,90.398003,90.468002,90.194000,90.401001,90.401001,0
2024-03-13,90.379997,90.606003,90.358002,90.379997,90.379997,0
2024-03-14,90.665001,90.666000,90.180000,90.655998,90.655998,0
2024-03-15,90.139999,90.259003,90.069000,90.170998,90.170998,0
2024-03-18,89.301003,90.333000,89.301003,89.301003,89.301003,0
2024-03-19,90.027000,90.165001,89.898003,89.982002,89.982002,0
2024-03-20,90.093002,90.242996,90.026001,90.128998,90.128998,0
2024-03-21,90.690002,90.856003,90.246002,90.712997,90.712997,0
2024-03-22,90.349998,90.494003,90.004997,90.341003,90.341003,0
2024-03-25,89.456001,90.351997,89.456001,90.252998,90.252998,0
2024-03-26,90.328003,90.415001,90.141998,90.328003,90.328003,0
2024-03-27,90.183998,90.289001,90.011002,90.101997,90.101997,0
2024-03-28,90.068001,90.182999,89.776001,90.065002,90.065002,0
2024-03-29,89.863998,89.867996,88.919601,89.863998,89.863998,0
2024-04-01,88.919601,88.919601,88.919601,89.867996,89.867996,0
2024-04-02,88.919601,89.752998,88.919601,88.919601,88.919601,0
2024-04-03,89.661003,90.374001,89.661003,89.662003,89.662003,0
2024-04-04,90.348000,90.614998,90.322998,90.117996,90.117996,0
2024-04-05,90.331001,90.382004,89.901001,90.331001,90.331001,0
2024-04-08,89.237602,90.324997,89.237602,89.237602,89.237602,0
2024-04-09,90.367996,90.464996,90.204002,90.366997,90.366997,0
2024-04-10,90.250000,90.329002,89.417999,90.268997,90.268997,0
2024-04-11,89.516998,89.557999,89.125000,89.528999,89.528999,0
2024-04-12,89.306999,89.350998,88.713997,89.306999,89.306999,0
2024-04-15,87.782501,88.904999,87.782501,88.889000,88.889000,0
2024-04-16,88.658997,88.974998,88.454002,88.643997,88.643997,0
2024-04-17,88.757004,89.013000,88.723999,88.778999,88.778999,0
2024-04-18,89.100998,89.195000,88.910004,89.107002,89.107002,0
2024-04-19,88.878998,89.014000,88.691002,88.862000,88.862000,0
2024-04-22,87.879402,88.917999,87.879402,87.879402,87.879402,0
2024-04-23,88.752998,89.121002,88.626999,88.745003,88.745003,0
2024-04-24,89.060997,89.155998,88.907997,89.050003,89.050003,0
2024-04-25,89.096001,89.359001,88.931999,89.089996,89.089996,0
2024-04-26,89.259003,89.509003,88.953003,89.285004,89.285004,0
2024-04-29,88.389397,89.445000,88.389397,89.096001,89.096001,0
2024-04-30,89.349998,89.481003,89.100998,89.344002,89.344002,0
2024-05-01,88.983002,88.983002,88.536903,88.983002,88.983002,0
2024-05-02,88.994102,89.517601,89.279999,89.340698,89.340698,0
